Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000143	ggMorZona1.cds-transcripts	n8	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_011731-T2	ggMorZona1_cds-transcripts_GGMOZO1EN_011731-T1
OG0000144	N4	n1	0.25	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006308-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010823-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_010859-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_002971-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_010971-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_011629-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011047-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006418-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006417-T1
OG0000144	N4	n2	1.0	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006308-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010823-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_010859-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_002971-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_010971-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_011629-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_011047-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006418-T1
OG0000145	N4	n1	0.75	Non-Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_007772-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002212-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003401-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008510-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_009514-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_001903-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_010155-T2, ggMorZona1_cds-transcripts_GGMOZO1EN_010155-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010367-T1
OG0000145	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_008510-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009514-T1
OG0000145	ggMorZona1.cds-transcripts	n8	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_010155-T2	ggMorZona1_cds-transcripts_GGMOZO1EN_010155-T1
OG0000146	N4	n1	1.0	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_002846-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001650-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_000967-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_007570-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011362-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011362-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003345-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_008146-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_008073-T1
OG0000146	gzPodHuml1.cds-transcripts	n7	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011362-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011362-T2
OG0000147	gzPodHuml1.cds-transcripts	n2	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_013288-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_003161-T1
OG0000147	gzMorAlpi1.cds-transcripts	n4	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_000185-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_000185-T2	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009941-T1
OG0000147	gzMorAlpi1.cds-transcripts	n5	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_000185-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_000185-T2
OG0000147	N6	n6	1.0	Non-Terminal: STRIDE	ggMorZona1_cds-transcripts_GGMOZO1EN_003120-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009771-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_005337-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_005037-T1
OG0000148	ggMorZona1.cds-transcripts	n3	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_008019-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_008134-T1
OG0000148	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_002115-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011277-T1
OG0000148	gzMorAlpi1.cds-transcripts	n6	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003035-T2	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003035-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_003141-T1
OG0000148	gzMorAlpi1.cds-transcripts	n7	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003035-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_003141-T1
OG0000148	gzLinHyal1.cds-transcripts	n8	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_008085-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_008200-T1
OG0000149	N6	n4	0.5	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_005901-T2	gzLinHyal1_cds-transcripts_GZLIHY1EN_005901-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_004899-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_004899-T2
OG0000149	ggMorZona1.cds-transcripts	n6	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_004899-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_004899-T2
OG0000150	N4	n2	0.5	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010565-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_010586-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004137-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004159-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_005631-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_005159-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_005727-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_005064-T1
OG0000150	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010565-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_010586-T1
OG0000150	gzMorAlpi1.cds-transcripts	n6	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004137-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004159-T1
OG0000151	N4	n1	0.75	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_010606-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010566-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009489-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008173-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_002535-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_012726-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T2, ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T3
OG0000151	ggMorZona1.cds-transcripts	n7	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T2, ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T3
OG0000151	ggMorZona1.cds-transcripts	n8	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T2	ggMorZona1_cds-transcripts_GGMOZO1EN_003459-T1
OG0000152	N4	n1	0.75	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004631-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004666-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_007958-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_008262-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_008262-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_000701-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_002938-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003141-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001950-T1
OG0000152	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_004631-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_004666-T1
OG0000152	gzLinHyal1.cds-transcripts	n6	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_008262-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_008262-T2
OG0000153	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010005-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_005415-T1
OG0000153	N6	n6	1.0	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_001309-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000061-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_004449-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_004137-T1
OG0000154	N4	n1	1.0	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_000843-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000524-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006880-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_000895-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_000895-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_009325-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000480-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000892-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006902-T1
OG0000154	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_000895-T2	gzPodHuml1_cds-transcripts_GZPOHU1EN_000895-T1
OG0000155	N4	n0	0.5	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_012868-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010281-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009886-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011912-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011907-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011905-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_003258-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009637-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000517-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000850-T1
OG0000155	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011912-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_011907-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011905-T1
OG0000155	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_011912-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011907-T1
OG0000155	N6	n6	1.0	Non-Terminal: STRIDE	ggMorZona1_cds-transcripts_GGMOZO1EN_003258-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009637-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_000517-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000850-T1
OG0000156	N4	n0	1.0	Non-Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004847-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_005565-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_005857-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_004200-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_008562-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004775-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_004775-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_000443-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000914-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_000914-T2
OG0000156	gzMorAlpi1.cds-transcripts	n6	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004775-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004775-T2
OG0000156	ggMorZona1.cds-transcripts	n8	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_000914-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_000914-T2
OG0000157	N5	n1	0.6666666666666666	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_000953-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000400-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_002365-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_012176-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_012178-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_007189-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002365-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003561-T1
OG0000157	N5	n3	0.6666666666666666	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_002365-T2, gzPodHuml1_cds-transcripts_GZPOHU1EN_012176-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_012178-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_007189-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002365-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003561-T1
OG0000157	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_012176-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_012178-T1
OG0000157	gzMorAlpi1.cds-transcripts	n8	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004744-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008923-T1
OG0000158	N4	n3	0.75	Non-Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_000546-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008688-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_005393-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_005693-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004520-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000331-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001028-T1
OG0000159	N6	n3	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_001050-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000303-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001051-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_001052-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000302-T1
OG0000159	N6	n4	1.0	Non-Terminal: STRIDE	ggMorZona1_cds-transcripts_GGMOZO1EN_001050-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_000303-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001051-T1
OG0000159	gzLinHyal1.cds-transcripts	n6	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T2	gzLinHyal1_cds-transcripts_GZLIHY1EN_000304-T1
OG0000160	N6	n0	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_001180-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_008090-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_011433-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_003695-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_011073-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_007623-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010888-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_012694-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009456-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002282-T1
OG0000160	N6	n2	0.5	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_011433-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_003695-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_011073-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_007623-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010888-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_012694-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009456-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002282-T1
OG0000160	N6	n3	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_003695-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_011073-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_007623-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010888-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_012694-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009456-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002282-T1
OG0000160	gzLinHyal1.cds-transcripts	n5	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_011073-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_007623-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010888-T1
OG0000160	gzLinHyal1.cds-transcripts	n6	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_007623-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_010888-T1
OG0000160	gzLinHyal1.cds-transcripts	n8	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_012694-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_009456-T1
OG0000161	N6	n0	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_001395-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_13164-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002585-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002610-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_001368-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002609-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002611-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002613-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002597-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001415-T1
OG0000161	gzLinHyal1.cds-transcripts	n2	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_13164-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002585-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002610-T1
OG0000161	gzLinHyal1.cds-transcripts	n3	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_002585-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002610-T1
OG0000161	N6	n4	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_001368-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002609-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002611-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002613-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002597-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_001415-T1
OG0000161	gzLinHyal1.cds-transcripts	n6	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_002609-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002611-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002613-T1
OG0000161	gzLinHyal1.cds-transcripts	n7	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_002611-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002613-T1
OG0000162	N4	n0	0.5	Non-Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_010954-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_006539-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006540-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003205-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002017-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002020-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003208-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006249-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006254-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006256-T1
OG0000162	N6	n4	1.0	Non-Terminal: STRIDE	gzLinHyal1_cds-transcripts_GZLIHY1EN_003205-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002017-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_002020-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_003208-T1
OG0000162	gzPodHuml1.cds-transcripts	n7	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006249-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006254-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_006256-T1
OG0000162	gzPodHuml1.cds-transcripts	n8	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_006254-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_006256-T1
OG0000163	N4	n0	0.75	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_003698-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_002498-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_001802-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_005823-T1, gzPodHuml1_cds-transcripts_GZPOHU1EN_008367-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_006472-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_012231-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_012216-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_002025-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_007732-T1
OG0000163	gzPodHuml1.cds-transcripts	n4	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_005823-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_008367-T1
OG0000163	N6	n6	1.0	Non-Terminal: STRIDE	gzLinHyal1_cds-transcripts_GZLIHY1EN_012231-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_012216-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_002025-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_007732-T1
OG0000164	gzPodHuml1.cds-transcripts	n5	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_003099-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_007980-T1
OG0000164	N6	n6	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_002985-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009901-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_005155-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_005455-T1
OG0000165	N6	n5	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_002996-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009886-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_011771-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_011954-T1
OG0000165	gzMorAlpi1.cds-transcripts	n8	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_010115-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_004329-T1
OG0000166	gzPodHuml1.cds-transcripts	n1	1.0	Terminal	gzPodHuml1_cds-transcripts_GZPOHU1EN_012738-T1	gzPodHuml1_cds-transcripts_GZPOHU1EN_011960-T1
OG0000166	N4	n2	0.75	Non-Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_008711-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_008644-T1, ggMorZona1_cds-transcripts_GGMOZO1EN_008644-T2, gzMorAlpi1_cds-transcripts_GZMOAL1EN_010337-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_003310-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_009588-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_009588-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009841-T1
OG0000166	ggMorZona1.cds-transcripts	n5	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_008644-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_008644-T2
OG0000166	gzLinHyal1.cds-transcripts	n8	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_009588-T2	gzLinHyal1_cds-transcripts_GZLIHY1EN_009588-T1
OG0000167	gzMorAlpi1.cds-transcripts	n1	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T2	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T1, gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T3, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009494-T1
OG0000167	gzMorAlpi1.cds-transcripts	n2	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T1	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T3, gzMorAlpi1_cds-transcripts_GZMOAL1EN_009494-T1
OG0000167	gzMorAlpi1.cds-transcripts	n3	1.0	Terminal	gzMorAlpi1_cds-transcripts_GZMOAL1EN_008162-T3	gzMorAlpi1_cds-transcripts_GZMOAL1EN_009494-T1
OG0000167	N6	n5	1.0	Non-Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_010591-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_010553-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_010553-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_003495-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_012764-T1
OG0000167	gzLinHyal1.cds-transcripts	n7	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_010553-T2	gzLinHyal1_cds-transcripts_GZLIHY1EN_010553-T1
OG0000168	ggMorZona1.cds-transcripts	n1	1.0	Terminal	ggMorZona1_cds-transcripts_GGMOZO1EN_004310-T1	ggMorZona1_cds-transcripts_GGMOZO1EN_004467-T1
OG0000168	gzLinHyal1.cds-transcripts	n2	1.0	Terminal	gzLinHyal1_cds-transcripts_GZLIHY1EN_13153-T1	gzLinHyal1_cds-transcripts_GZLIHY1EN_13152-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_13123-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_13094-T2, gzLinHyal1_cds-transcripts_GZLIHY1EN_13094-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_13122-T3, gzLinHyal1_cds-transcripts_GZLIHY1EN_13122-T1, gzLinHyal1_cds-transcripts_GZLIHY1EN_13122-T2
